AMGE|R|==,TA,TI,UA,UE|WI|12/11/2016,8:24:56 PM|AGLC0335-50.pdf|HIV Testing Consent - WI|
AMGE|R|==,TA,TI,UA,UE|CT|03/29/2013,1:44:11 PM|AGLC102110-2011.pdf|Addendum to Part A or B application  REV0113|Use with Part A or B to add additional information 
AMGE|R|==,TA,TI|TX|02/05/2010,9:45:47 PM|AGLC0332.pdf|Summary of Premium Provisions - TX (AGL)| Use for Term Products Only
AMGE|R|==,AI|AL,AK,CA,CT,DE,FL,IL,MA,MI,MN,MS,MT,NE,NV,NH,NJ,NC,PA,TX,VT,VA,WA,WV,GU,PR,VI,AS|03/20/2009,3:29:43 PM|AGLC102438.pdf|Accident Expense Plus Application - Nationwide|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|AR|03/20/2009,3:29:43 PM|AGLC102438-AR.pdf|Accident Expense Plus Application - AR|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|AZ|12/11/2016,8:24:56 PM|AGLC102438-AZ.pdf|Accident Expense Plus Application - AZ|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|CO|12/11/2016,8:24:56 PM|AGLC102438-CO.pdf|Accident Expense Plus Application - CO|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|CT|12/11/2016,8:24:56 PM|AGLC102438-CT.pdf|Accident Expense Plus Application - CT|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|DC|03/20/2009,3:29:43 PM|AGLC102438-DC.pdf|Accident Expense Plus Application - DC|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|GA|12/11/2016,3:29:43 PM|AGLC102438-GA.pdf|Accident Expense Plus Application - GA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|HI|03/20/2009,3:29:43 PM|AGLC102438-HI.pdf|Accident Expense Plus Application - HI|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|IA|03/20/2009,3:29:43 PM|AGLC102438-IA.pdf|Accident Expense Plus Application - IA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|ID|12/11/2016,3:29:43 PM|AGLC102438-ID.pdf|Accident Expense Plus Application - ID|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|IN|12/11/2016,3:29:43 PM|AGLC102438-IN.pdf|Accident Expense Plus Application - IN|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|KS|03/20/2009,3:29:43 PM|AGLC102438-KS.pdf|Accident Expense Plus Application - KS|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|KY|12/11/2016,3:29:43 PM|AGLC102438-KY.pdf|Accident Expense Plus Application - KY|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|LA|03/20/2009,3:29:43 PM|AGLC102438-LA.pdf|Accident Expense Plus Application - LA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|MD|12/11/2016,3:29:43 PM|AGLC102438-MD.pdf|Accident Expense Plus Application - MD|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|ME|03/20/2009,3:29:43 PM|AGLC102438-ME.pdf|Accident Expense Plus Application - ME|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|MO|03/20/2009,3:29:43 PM|AGLC102438-MO.pdf|Accident Expense Plus Application - MO|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|ND|03/20/2009,3:29:43 PM|AGLC102438-ND.pdf|Accident Expense Plus Application - ND|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|NJ|03/20/2009,3:29:43 PM|AGLC102438-NJ.pdf|Accident Expense Plus Application - NJ|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|NM|03/20/2009,3:29:43 PM|AGLC102438-NM.pdf|Accident Expense Plus Application - NM|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|OH|03/20/2009,3:29:43 PM|AGLC102438-OH.pdf|Accident Expense Plus Application - OH|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|OK|03/20/2009,3:29:43 PM|AGLC102438-OK.pdf|Accident Expense Plus Application - OK|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|OR|12/11/2016,3:29:43 PM|AGLC102438-OR.pdf|Accident Expense Plus Application - OR|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|RI|12/11/2016,3:29:43 PM|AGLC102438-RI.pdf|Accident Expense Plus Application - RI|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|SC|03/20/2009,3:29:43 PM|AGLC102438-SC.pdf|Accident Expense Plus Application - SC|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|SD|03/20/2009,3:29:43 PM|AGLC102438-SD.pdf|Accident Expense Plus Application - SD|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|TN|03/20/2009,3:29:43 PM|AGLC102438-TN.pdf|Accident Expense Plus Application - TN|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|UT|03/20/2009,3:29:43 PM|AGLC102438-UT.pdf|Accident Expense Plus Application - UT|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|VA|12/11/2016,3:29:43 PM|AGLC102438-VA.pdf|Accident Expense Plus Application - VA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|WA|12/11/2016,3:29:43 PM|AGLC102438-WA.pdf|Accident Expense Plus Application - WA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|WI|03/20/2009,3:29:43 PM|AGLC102438-WI.pdf|Accident Expense Plus Application - WI|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|WY|03/20/2009,3:29:43 PM|AGLC102438-WY.pdf|Accident Expense Plus Application - WY|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,IA|AK,AR,CA,CO,CT,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/21/2013,1:23:35 PM|AGLC0354-2001.pdf|Annuity Application - SPIA including CPI - Nationwide|Must complete and sign
AMGE|R|==,IA|AL|02/21/2013,1:23:35 PM|AGLC0354-01.pdf|Annuity Application - SPIA including CPI - AL|Must complete and sign
AMGE|R|==,IA|AZ|02/21/2013,1:23:35 PM|AGLC0354-AZ.pdf|Annuity Application - SPIA including CPI - AZ|Must complete and sign
AMGE|R|==,IA|DE|02/21/2013,1:23:35 PM|AGLC0354-DE.pdf|Annuity Application - SPIA including CPI - DE|Must complete and sign
AMGE|R|==,IA|MD|02/21/2013,1:23:35 PM|AGLC0354-21.pdf|Annuity Application - SPIA including CPI - MD|Must complete and sign
AMGE|R|==,IA|ME|02/21/2013,1:23:35 PM|AGLC0354-ME.pdf|Annuity Application - SPIA including CPI - ME|Must complete and sign
AMGE|R|==,TA,TI,UA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/20/2013,7:49:54 PM|AGLC107082.pdf|Supplemental Beneficiary Information|Form must be provided to the applicant at the time of application but they are not required to complete it.
AMGE|R|==,TA,TI,UA|CA|10/25/2015,7:49:54 PM|AGLC100950-REV0214.pdf|Disclosure for Sales to Senior Citizens - CA|A copy to be given to the client at least 24 hours prior to a sale of a life or annuity product
AMGE|R|==,TA,TI,UA|NH|10/25/2015,9:45:47 PM|AGLC101965-NH.pdf|Motor Vehicle Record Disclosure Form - NH|
AMGE|R|==,TA,TI,UA,UE,AI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|07/13/2017,1:08:30 PM|AGLC106343.pdf|IRS Tax Form 4506T-EZ FAQ|FAQ Flyer
AMGE|R|==,TA,TI,UA,UE,AI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|07/13/2017,1:08:30 PM|4506T-EZ.pdf|Request for Transcript of Tax Return - Tax Authorization, tax form|Required for ages 18-66 when the face amount is greater than $1 million, and 67 and older when the face amount is over $500,000. 
AMGE|R|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,HI,IA,KY,LA,ME,MD,MS,MT,NE,NH,NM,OH,OR,RI,SC,SD,TX,UT,VT,WV,WI|12/11/2016,10:24:56 PM|AGLC0188.pdf|Notice Regarding Replacement - Nationwide |Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,TU,UA,UE,VU|CT|12/11/2016,10:24:56 PM|AGLC0188-10.pdf|Notice Regarding Replacement - CT|Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,TU,UA,UE,VU|NC|12/11/2016,10:24:56 PM|AGLC0188-34.pdf|Notice Regarding Replacement - NC |Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,TU,UA,UE,VU|NJ|12/11/2016,10:24:56 PM|AGLC0188-NJ.pdf|Notice Regarding Replacement - NJ|Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,TU,UA,UE,VU|VA|12/11/2016,10:24:56 PM|AGLC0188-VA.pdf|Notice Regarding Replacement - VA|Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/21/2013,1:23:35 PM|AGLC101307.pdf|Trustee Transfer Request|RB 10-9-09 - Use when exchanging funds from an existing policy to a new policy
AMGE|R|==,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/21/2013,1:23:35 PM|AGLC101309.pdf|1035 Exchange Request Form - AGL version|RB 10-9-09 - Use for Platinum Income Annuity
AMGE|R|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|12/28/2016,1:23:35 PM|AGLC108506.pdf|Notice Regarding Premium Default Options|Required when applicant is applying for Chronic Illness (AAS) rider.
AMGE|L|==,TA,TI,TU,UA,UE,VU,DA,IA,AI,HE|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/28/2016,1:23:35 PM|AGLC110219.pdf|Request for Cross-Border Exception on a New York Resident|Complete and submit with application when application is written on NY resident but solicitation completed in another state
AMGE|L|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,12:02:26 PM|AGLC108491-2015.pdf|Premium Payor Authorization - NB|Complete form when (1) Payor is different from the Owner or Insured AND (2) Bank Draft or Credit Card is not chosen method of payment
AMGE|L|==,TA,TI,TU,UA,UE,VU,DA,IA,AI,HE|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/25/2015,7:49:54 PM|AGLC2239AR.pdf|Acknowledgement and Release Form|Optional - Required if a writing agent is the trustee.
AMGE|L|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|05/09/2017,7:49:54 PM|AGLC101994.pdf|Agent Certification Form - REV0415|Required on all plans when the insured age is 67 or older only when face amount is $25,000 or greater
AMGE|L|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/25/2015,7:49:54 PM|AGLC108735.pdf|Business Certification - AGL and USL version|Use when LLC, Partnership, Limited Partnership, Limited Liability Partnership or Sole Proprietorship is Owner
AMGE|L|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/25/2015,7:49:54 PM|AGLC2239COT.pdf|Certfication of Trust|Required: Use whenever a trust is named as owner on an individual Life Insurance Policy.
AMGE|L|==,UA|AL,AZ,AR,DE,DC,HI,ID,IL,IN,IA,KS,KY,LA,MA,MI,MS,MT,NV,NM,NC,ND,OH,OR,RI,SD,TN,TX,WA,WV,WI,WY|10/25/2015,12:27:09 PM|AGLC107422-2013.pdf|Supplemental Application for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|AK|10/25/2015,12:27:09 PM|AGLC107422-AK-2013.pdf|Supplemental Application (AK) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|CA|12/18/2016,12:27:09 PM|AGLC107422-CA-2013_1016-FILLABLE.pdf|Supplemental Application (CA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|CO|10/25/2015,12:27:09 PM|AGLC107422-CO-2013.pdf|Supplemental Application (CO) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|FL|10/25/2015,12:27:09 PM|AGLC107422-FL-2013.pdf|Supplemental Application (FL) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|GA|10/25/2015,12:27:09 PM|AGLC107422-GA-2013.pdf|Supplemental Application (GA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|KS,WA|10/25/2015,12:27:09 PM|ICC13-107422-2013.pdf|Supplemental Application (KS,WA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|MD|10/25/2015,12:27:09 PM|AGLC107422-MD-2013.pdf|Supplemental Application (MD) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|ME|10/25/2015,12:27:09 PM|AGLC107422-ME-2013.pdf|Supplemental Application (ME) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|MN|10/25/2015,12:27:09 PM|AGLC107422-MN-2013.pdf|Supplemental Application (MN) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|MO|10/25/2015,12:27:09 PM|AGLC107422-MO-2013.pdf|Supplemental Application (MO) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|NE|10/25/2015,12:27:09 PM|AGLC107422-NE-2013.pdf|Supplemental Application (NE) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|NH|10/25/2015,12:27:09 PM|AGLC107422-NH-2013.pdf|Supplemental Application (NH) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|NJ|10/25/2015,12:27:09 PM|AGLC107422-NJ-2013.pdf|Supplemental Application (NJ) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|OK|10/25/2015,12:27:09 PM|AGLC107422-OK-2013.pdf|Supplemental Application (OK) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|OR|10/25/2015,12:27:09 PM|AGLC107422-OR-2013.pdf|Supplemental Application (OR) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|PA|10/25/2015,12:27:09 PM|AGLC107422-PA-2013.pdf|Supplemental Application (PA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|SC|10/25/2015,12:27:09 PM|AGLC107422-SC-2013.pdf|Supplemental Application (SC) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|UT|10/25/2015,12:27:09 PM|AGLC107422-UT-2013.pdf|Supplemental Application (UT) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|VA|10/25/2015,12:27:09 PM|AGLC107422-VA-2013.pdf|Supplemental Application (VA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|VT|10/25/2015,12:27:09 PM|AGLC107422-VT-2013.pdf|Supplemental Application (VT) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/25/2015,12:27:09 PM|AGLC109401-2015.pdf|Summary and Disclosure Notice for Chronic Illness Accelerated Death Benefit Rider |It is required when applying for the Chronic Illness rider and no signatures are required on the disclosure.    
AMGE|L|==,UA,UE,VU|CT|10/25/2015,12:27:09 PM|AGLC109401-CT-2015.pdf|Summary and Disclosure Notice - CT - for Chronic Illness Accelerated Death Benefit Rider |It is required when applying for the Chronic Illness rider and no signatures are required on the disclosure.    
AMGE|L|==,TA,TI,TU|CA|10/25/2015,7:49:54 PM|DHCS7102.pdf|Medi-Cal Eligibilty Notice Regarding Standards for Senior Citizens - CA - REV 1/2015|Agent is required to provide to any client who is 65 years or older at the time of sale for sales in connection with Medi-Cal. Agent must maintain a signed copy in agent’s files. Form should not be submitted to the Company.
AMGE|L|==,UA,UE,VU|CA|10/25/2015,7:49:54 PM|DHCS7102.pdf|Medi-Cal Eligibilty Notice Regarding Standards for Senior Citizens - CA - REV 1/2015|Must be completed and submitted for any client who is 65 yrs or older at the time of sale for any policy that has a cash value or dividend.
AMGE|L|==,TA,TI,UA,UE|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/12/2016,7:49:54 PM|AGLC102053.pdf|Premium Financing Disclosure for Proposed Insureds |Required on all plans when the insured age is 67 or older 
AMGE|L|==,TA,TI,TU,UA,UE,VU,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/25/2015,7:49:54 PM|AGLC103030.pdf|Disclosure Form for Military Sales|Required to be submitted with application and copy given to client for military member or family
AMGE|L|==,TA,TI,UA,UE,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/25/2015,3:27:17 PM|AGLC103958.pdf|Certification of Taxes and Laws for Foreign National and Visa Holders | Required for any visa holder (not green card holder) or foreign national 
AMGE|L|==,TA,TI,UA,UE,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/25/2015,7:49:54 PM|DA FORM 2056.pdf|Commercial Insurance Solicitation Record - Military | Required prior to application submission for any army personnel pay grade E-4 or below  
AMGE|L|==,TA,TI,UA,UE,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/25/2015,7:49:54 PM|DD FORM 2885.pdf|Personal Commercial Solicitation Evaluation - Military |Required for any on-base military solicitation. Copy must be given back to proposed insured.   
AMGE|L|==,TA,TI,UA,UE,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/25/2015,7:49:54 PM|LIM-LP.pdf|Life Insurance Information for Military Personnel  |Required to be given at time of application to any solicitation to military service member or family   
AMGE|L|==,TA,TI,TU,UA,UE,VU|AL,AK,AZ,AR,CO,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,OH,OK,OR,PA,RI,SC,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|12/11/2016,10:24:56 PM|ICC15-108099.pdf|Financial Questionnaire|Required on Term cases at ages 0-17 with face amounts greater than $500,000; ages 18-66 over $3,000,000; and 67+ over $500,000. Required on Permanent cases at ages 0-17 with face amounts greater than $500,000; ages 18 – 66 over $1,000,000 and on cases at ages 67 and older with face amounts greater than $500,000. 
AMGE|L|==,TA,TI,TU,UA,UE,VU|CA,CT,DE,ND,SD|12/11/2016,10:24:56 PM|AGLC108099-2015.pdf|Financial Questionnaire - CA,CT,DE,ND,SD|Required on Term cases at ages 0-17 with face amounts greater than $500,000; ages 18-66 over $3,000,000; and 67+ over $500,000. Required on Permanent cases at ages 0-17 with face amounts greater than $500,000; ages 18 – 66 over $1,000,000 and on cases at ages 67 and older with face amounts greater than $500,000. 
